Label,preprocessed_data
1,beach lover stay resort night june husband year old daughterpro beauti view area resort lot shop dine activ especi like godiva chocol shop great dessert stop even room larg recent renov wellequip la brisa breakfast buffet excel view fantast ate italian japanes tepanyaki restaur good expens food iguana palomino island averag came quickli busi servic gener good friendli help employe lastli thought cocqui waterpark area beauti infin edg pool right near ocean realli like nicer pool main resort lot kid peac ride limit fun definit recommend especi younger children con cours expens expect nt feel got bad deal american express packag includ free night breakfast morn oneday cocqui waterpark pass stop bought food beer wine nt buy drink good way especi palomino island poor qualiti pool beach area main object awar main pool area shallow like feet good adult swim water warm bit cloudi pool home know mean water get cloudi grow nt want area column tile pool area crumbl bit surpris consid nice maintain room hot tub nt heat oh physic disabl stay reason ca nt elev work order biggest neg palomino island fine want sit chair enjoy sceneri swimmabl area lot rock seagrass said lot caribbean resort dredg swim area resort charg afford snorkel poor want rent waverunn rental stand staf canc walk island coastlin far itc rocki shore beach area resort realli develop small area island rest undevelop scrub brush neg isol nt bother day long th day daughter readi littl live even entertain dine casinoto sum youcee look upscal caribbean resort similar island like bahama virgin island wonc compar went want hike rain forest swim biobay excel way youcee look beach vacat isnc
0,poor servic stay new year paid highli inflat price socal ocean view room patio fact tini cramp room view ocean overlook diner smoke serv meal avoid room cost move higher price apart air condit work light work tv contol work manag tri address issu succeed worst restaur price way high decent great food worst servic experienc kept wait half hour reserv serv horribl slowli point socal server came tell dinner let entre ask dessert order earli reserv want later later brought left noth order fix price tip ultim settl downward ca nt recommend restaur matter hotel locat nice somewhat windi beach ideal
2,brilliant atmospher return week casablanca hotel new york hotel excel experienc incred servic hotel new york nt serv breakfast learnt includ casablanca expect nibbl breakfast love continent spread bagel fruit boil egg pastri afternoon serv coffe tea pastri area pop rest shop even pm pm serv chees wine atmospher relax sociabl lot friend stayth locat great rd street broadway time squar conveni subway overal say probabl nicest hotel stay especi custom servic staff greatthi hotel websit accur portray accommod class
1,great locat book read review site main disappointedit fantast locat saidth recept staff helpul friendlyth room tinyand paid extra upgradew singl bed push togetheri hate fact cosmet bathroom littl hotel toiletriesth place spotless sheet chang day durat stayif stay weekend dont huge luggag plan spend time room place
2,great girlfriend book hotel coupl dayswhol stay terrif eventhough restaur close nice cozi place recommem doubt gracia
0,cow hollow run downrud desk stay cow hollow year past year realli gone hill servic desk horribl right rude ask specif backsid room king etc say honor time ignoredalso street nois increasingli horribl nois machin help timei look trip bad use better job room rundown desk lamp bathtub stopper price good worth tire exasper trip
2,great hotel come stay melia day experienc best vacat peopl nice friendli lot activ like teach merengu beach aerob swime pool pool beauti clean nice bar insid restaur great differ varieti peopl tri japanes room big clean beauti view favorit inclus hotel stay
2,pleasant surpris heart time squar got stay casablanca night noth nice thing say hotel staff outrag nice help detail trip usual stay lavish hotel somewhat concern make choic stay casablanca base tripadvisor decid tri best choic intim hotel averag new york hotel great servic room immacul continent breakfast good wine chees break afternoon great touch picki honestli thing complain jeffrey ian david name know great highlli recommend love hotel
0,ok think better fianc stay night locat fabul total walk distanc car cost euro day park room walk wind staircas rd floor elev desk help luggag care breakfest buffet item includ stay charg checkout tell eat opinion stay better price
2,fabul time group got week melia caribei know written pretti bad review place trust sure stay great time area room stay build minut walk beach minut walk restaur hint larg parti make group dinner reserv earli dominican restaur excel open night late night snack make reserv day earli morn dial make reserv day ahead week restaur decor beauti food wonder want grab quick bite market place good touray restaur beach breakfast morn make sure nice shade hut beach book towel morn secur spot sun shade hut room clean everyday fresh beach towel way beach pool staff friendlli help room come iron board iron blowdryer umbrella rain day safe beauti place sit relax drink alot place shop store premis basic need lot pictur ground amaz need royal servic over look sven norweigan waiter beach fabul
